index,build,test_index,SIZE,NTHREADS,y_RX-RATE-PPS,y_RX-RATE-MBPS,y_LOSE-RATE,y_AVG-LAT,y_RX-GOODPUT-GBPS-PKTGEN,y_GOODRATEPC,run_index
184,DPA IPLOOKUP 10K,1,128,16,6916.0,8.1893512,0.99991616935857,0.0,,0.008383064143002716,1
185,DPA IPLOOKUP 10K,1,128,16,6923.0,8.1971656,0.99991606910897,0.0,,0.008393089102998186,2
186,DPA IPLOOKUP 10K,2,256,16,6923.0,15.285892,0.99984535669298,0.0,,0.015464330701997486,0
187,DPA IPLOOKUP 10K,2,256,16,6918.0,15.2739688,0.99984548607054,0.0,,0.015451392945997622,1
188,DPA IPLOOKUP 10K,2,256,16,6913.0,15.2633704,0.99984559629497,0.0,,0.015440370502994849,2
189,DPA IPLOOKUP 10K,3,512,16,6919.0,29.4486856,0.99970002030441,0.0,,0.02999796955900358,0
190,DPA IPLOOKUP 10K,3,512,16,6915.0,29.4316616,0.99970021392707,0.0,,0.029978607293001946,1
191,DPA IPLOOKUP 10K,3,512,16,6918.0,29.4414504,0.9997001186907,0.0,,0.029988130930003187,2
192,DPA IPLOOKUP 10K,4,1024,16,6919.0,57.7897288,0.99941446244341,0.0,,0.058553755658996565,0
193,DPA IPLOOKUP 10K,4,1024,16,6919.0,57.7897288,0.99941450975614,0.0,,0.05854902438600096,1
194,DPA IPLOOKUP 10K,4,1024,16,6915.0,57.7554856,0.99941483863887,0.0,,0.058516136112996,2
195,DPA IPLOOKUP 10K,5,64,32,13833.0,9.2960104,0.99987227171956,0.0,,0.012772828044005369,0
196,DPA IPLOOKUP 10K,5,64,32,13842.0,9.3025384,0.99987198706333,0.0,,0.012801293666997449,1
197,DPA IPLOOKUP 10K,5,64,32,13828.0,9.2926504,0.99987238396625,0.0,,0.012761603374999986,2
198,DPA IPLOOKUP 10K,6,128,32,13833.0,16.378132,0.99983227388864,0.0,,0.016772611135995596,0
199,DPA IPLOOKUP 10K,6,128,32,13840.0,16.3872488,0.99983224165019,0.0,,0.01677583498099766,1
200,DPA IPLOOKUP 10K,6,128,32,13830.0,16.3746216,0.9998323961966,0.0,,0.016760380339997383,2
201,DPA IPLOOKUP 10K,7,256,32,13842.0,30.5639272,0.99969078975925,0.0,,0.030921024075003523,0
202,DPA IPLOOKUP 10K,7,256,32,13833.0,30.5422888,0.9996910329652,0.0,,0.030896703479998955,1
203,DPA IPLOOKUP 10K,7,256,32,13837.0,30.5526664,0.99969091273823,0.0,,0.030908726177003576,2
204,DPA IPLOOKUP 10K,8,512,32,13836.0,58.8860136,0.99940022267003,0.0,,0.05997773299699638,0
205,DPA IPLOOKUP 10K,8,512,32,13835.0,58.8810696,0.9994002733259,0.0,,0.05997266741000207,1
206,DPA IPLOOKUP 10K,8,512,32,13841.0,58.9078664,0.99939997486966,0.0,,0.06000251303399651,2
207,DPA IPLOOKUP 10K,9,1024,32,13830.0,115.5053896,0.99882972391095,0.0,,0.11702760890499597,0
208,DPA IPLOOKUP 10K,9,1024,32,13832.0,115.522372,0.99882958642451,0.0,,0.11704135754899703,1
209,DPA IPLOOKUP 10K,9,1024,32,13847.0,115.649044,0.99882836033532,0.0,,0.11716396646800353,2
210,DPA IPLOOKUP 10K,10,64,64,27662.0,18.5892328,0.99974391834584,0.0,,0.025608165416002304,0
211,DPA IPLOOKUP 10K,10,64,64,27672.0,18.5958856,0.9997438263225,0.0,,0.025617367749997122,1
212,DPA IPLOOKUP 10K,10,64,64,27675.0,18.5981704,0.99974423796928,0.0,,0.025576203071997483,2
213,DPA IPLOOKUP 10K,11,128,64,27668.0,32.759364,0.99966462359211,0.0,,0.03353764078900534,0
214,DPA IPLOOKUP 10K,11,128,64,27665.0,32.7554568,0.99966463670611,0.0,,0.033536329388994535,1
215,DPA IPLOOKUP 10K,11,128,64,27663.0,32.7532072,0.99966406971894,0.0,,0.03359302810600484,2
216,DPA IPLOOKUP 10K,12,256,64,27675.0,61.1065448,0.99938186070604,0.0,,0.06181392939600405,0
217,DPA IPLOOKUP 10K,12,256,64,27687.0,61.133908,0.99938158751106,0.0,,0.06184124889400122,1
218,DPA IPLOOKUP 10K,12,256,64,27669.0,61.0921768,0.99938196763836,0.0,,0.06180323616400418,2
219,DPA IPLOOKUP 10K,13,512,64,27673.0,117.7745832,0.99880040296078,0.0,,0.11995970392200128,0
220,DPA IPLOOKUP 10K,13,512,64,27677.0,117.7938824,0.99880035792527,0.0,,0.11996420747300007,1
221,DPA IPLOOKUP 10K,13,512,64,27670.0,117.7636648,0.99880060634688,0.0,,0.11993936531200511,2
222,DPA IPLOOKUP 10K,14,1024,64,27654.0,230.9659432,0.99765978251123,0.0,,0.23402174887700022,0
223,DPA IPLOOKUP 10K,14,1024,64,27684.0,231.2159464,0.99765751745283,0.0,,0.2342482547169955,1
224,DPA IPLOOKUP 10K,14,1024,64,27672.0,231.1121032,0.99765868579967,0.0,,0.23413142003300136,2
225,DPA IPLOOKUP 10K,15,64,128,55329.0,37.181188,0.99948731352789,0.0,,0.05126864721100022,0
226,DPA IPLOOKUP 10K,15,64,128,55262.0,37.1364328,0.99947831812279,0.0,,0.05216818772100229,1
227,DPA IPLOOKUP 10K,15,64,128,55349.0,37.1950984,0.99948744083643,0.0,,0.05125591635699589,2
228,DPA IPLOOKUP 10K,16,128,128,55320.0,65.4994504,0.99932765190665,0.0,,0.06723480933500392,0
229,DPA IPLOOKUP 10K,16,128,128,55316.0,65.4948328,0.99932944920784,0.0,,0.06705507921600518,1
230,DPA IPLOOKUP 10K,16,128,128,55280.0,65.4516584,0.99932350547557,0.0,,0.06764945244299714,2
231,DPA IPLOOKUP 10K,17,256,128,55293.0,122.0875144,0.99876407960612,0.0,,0.12359203938799856,0
232,DPA IPLOOKUP 10K,17,256,128,55336.0,122.1811336,0.99876407885759,0.0,,0.12359211424100014,1
233,DPA IPLOOKUP 10K,17,256,128,55336.0,122.1809704,0.99876405079493,0.0,,0.1235949205069975,2
234,DPA IPLOOKUP 10K,18,512,128,55254.0,235.1607432,0.99760160993742,0.0,,0.23983900625800247,0
235,DPA IPLOOKUP 10K,18,512,128,55325.0,235.4629192,0.99760195239231,0.0,,0.23980476076900237,1
236,DPA IPLOOKUP 10K,18,512,128,55353.0,235.581236,0.99760093816059,0.0,,0.2399061839409966,2
237,DPA IPLOOKUP 10K,19,1024,128,55283.0,461.7216808,0.99531988850811,0.0,,0.468011149188996,0
238,DPA IPLOOKUP 10K,19,1024,128,55292.0,461.8001896,0.99531868026047,0.0,,0.468131973953001,1
239,DPA IPLOOKUP 10K,19,1024,128,55317.0,462.0089896,0.99531943780591,0.0,,0.46805621940899655,2
240,DPA IPLOOKUP 10K,20,64,190,82841.0,55.669732,0.99920692114994,0.0,,0.07930788500599695,0
241,DPA IPLOOKUP 10K,20,64,190,82867.0,55.6872616,0.99921179301421,0.0,,0.07882069857899632,1
242,DPA IPLOOKUP 10K,20,64,190,82858.0,55.6808104,0.99921525715002,0.0,,0.07847428499799802,2
243,DPA IPLOOKUP 10K,21,128,190,82831.0,98.0724136,0.99898329119658,0.0,,0.10167088034199745,0
244,DPA IPLOOKUP 10K,21,128,190,82841.0,98.0835128,0.99897668635165,0.0,,0.1023313648349955,1
245,DPA IPLOOKUP 10K,21,128,190,82838.0,98.0799336,0.99898493466741,0.0,,0.10150653325899928,2
246,DPA IPLOOKUP 10K,22,256,190,82849.0,182.9298376,0.99814769816131,0.0,,0.1852301838690007,0
247,DPA IPLOOKUP 10K,22,256,190,82814.0,182.8523368,0.99814725983502,0.0,,0.1852740164980049,1
248,DPA IPLOOKUP 10K,22,256,190,82837.0,182.9048872,0.99814718855292,0.0,,0.18528114470800494,2
249,DPA IPLOOKUP 10K,23,512,190,82797.0,352.3833256,0.99640589040276,0.0,,0.3594109597240047,0
250,DPA IPLOOKUP 10K,23,512,190,82836.0,352.5480328,0.99640592989959,0.0,,0.35940701004100184,1
251,DPA IPLOOKUP 10K,23,512,190,82896.0,352.8033928,0.99640471561296,0.0,,0.3595284387040043,2
252,DPA IPLOOKUP 10K,24,1024,190,82826.0,691.7633224,0.99298412210455,0.0,,0.7015877895449996,0
253,DPA IPLOOKUP 10K,24,1024,190,82814.0,691.6630984,0.99298534296863,0.0,,0.7014657031370053,1
254,DPA IPLOOKUP 10K,24,1024,190,82839.0,691.8677224,0.99298492038862,0.0,,0.7015079611380037,2
255,DPA IPLOOKUP 10K,25,64,254,110468.0,74.2348648,0.99891223721611,0.0,,0.10877627838900006,0
256,DPA IPLOOKUP 10K,25,64,254,110562.0,74.2978472,0.99895213364593,0.0,,0.10478663540699484,1
257,DPA IPLOOKUP 10K,25,64,254,110528.0,74.2755208,0.99895278916226,0.0,,0.10472108377399536,2
258,DPA IPLOOKUP 10K,26,128,254,110503.0,130.835412,0.9986343581411,0.0,,0.13656418588999797,0
259,DPA IPLOOKUP 10K,26,128,254,110538.0,130.8775624,0.99864379561427,0.0,,0.1356204385730031,1
260,DPA IPLOOKUP 10K,26,128,254,110558.0,130.901124,0.99864595419837,0.0,,0.13540458016300105,2
261,DPA IPLOOKUP 10K,27,256,254,110577.0,244.1548072,0.99752750150861,0.0,,0.2472498491389974,0
262,DPA IPLOOKUP 10K,27,256,254,110494.0,243.9713224,0.99752805278994,0.0,,0.24719472100600548,1
263,DPA IPLOOKUP 10K,27,256,254,110571.0,244.1413384,0.99752805086499,0.0,,0.2471949135010032,2
264,DPA IPLOOKUP 10K,28,512,254,110514.0,470.3460264,0.99520461258904,0.0,,0.47953874109599726,0
265,DPA IPLOOKUP 10K,28,512,254,110512.0,470.3396424,0.99520814129348,0.0,,0.47918587065199914,1
266,DPA IPLOOKUP 10K,28,512,254,110515.0,470.3498568,0.99520583696402,0.0,,0.47941630359800147,2
267,DPA IPLOOKUP 10K,29,1024,254,110421.0,922.2342568,0.990642686339,0.0,,0.9357313661000011,0
268,DPA IPLOOKUP 10K,29,1024,254,110530.0,923.1471304,0.99063888934246,0.0,,0.9361110657539973,1
269,DPA IPLOOKUP 10K,29,1024,254,110474.0,922.6802696,0.99064001115659,0.0,,0.935998884341005,2
270,DPA ETHERMIRROR,0,64,16,11839918.0,7956.424868,0.86904260637988,0.0,8.0,13.095739362012004,0
271,DPA ETHERMIRROR,0,64,16,11842853.0,7958.3972136,0.87103005695454,0.0,8.0,12.896994304545995,1
272,DPA ETHERMIRROR,0,64,16,11843270.0,7958.6777544,0.87018644176856,0.0,8.0,12.981355823144003,2
273,DPA ETHERMIRROR,1,128,16,11562881.0,13690.450548,0.85942294474853,0.0,13.0,14.057705525147002,0
274,DPA ETHERMIRROR,1,128,16,11560214.0,13687.2921096,0.85871374939693,0.0,13.0,14.128625060306998,1
275,DPA ETHERMIRROR,1,128,16,11559688.0,13686.6701256,0.85879307703045,0.0,13.0,14.120692296954996,2
276,DPA ETHERMIRROR,2,256,16,11483842.0,25356.3209368,0.7435046772242,0.0,25.0,25.64953227758,0
277,DPA ETHERMIRROR,2,256,16,11477919.0,25343.2432648,0.74364323978686,0.0,25.0,25.635676021314,1
278,DPA ETHERMIRROR,2,256,16,11472265.0,25330.7596424,0.74376414330485,0.0,25.0,25.623585669515002,2
279,DPA ETHERMIRROR,3,512,16,11397533.0,48507.8969224,0.50586280397948,0.0,48.0,49.413719602052,0
280,DPA ETHERMIRROR,3,512,16,11392784.0,48487.6863912,0.50610616142934,0.0,49.0,49.38938385706601,1
281,DPA ETHERMIRROR,3,512,16,11393037.0,48488.7611272,0.50620490940957,0.0,48.0,49.379509059043,2
282,DPA ETHERMIRROR,4,1024,16,11263678.0,94074.22522,0.0469066723626,0.0,94.0,95.30933276374,0
283,DPA ETHERMIRROR,4,1024,16,11257560.0,94023.1268328,0.047406212849992,0.0,94.0,95.25937871500079,1
284,DPA ETHERMIRROR,4,1024,16,11254724.0,93999.4464072,0.047643431009598,0.0,94.0,95.2356568990402,2
285,DPA ETHERMIRROR,5,64,32,23397944.0,15723.4177448,0.7336422324243,0.0,15.0,26.635776757569996,0
286,DPA ETHERMIRROR,5,64,32,23397879.0,15723.373812,0.74557019416372,0.0,15.0,25.442980583628007,1
287,DPA ETHERMIRROR,5,64,32,23399248.0,15724.2940488,0.74054747829837,0.0,15.0,25.945252170163002,2
288,DPA ETHERMIRROR,6,128,32,22729080.0,26911.2285256,0.72079962114968,0.0,27.0,27.920037885032002,0
289,DPA ETHERMIRROR,6,128,32,22730712.0,26913.1609384,0.72212131889642,0.0,27.0,27.787868110358005,1
290,DPA ETHERMIRROR,6,128,32,22737975.0,26921.76026,0.72208638388815,0.0,27.0,27.791361611184996,2
291,DPA ETHERMIRROR,7,256,32,22508942.0,49699.7385192,0.49721672930075,0.0,50.0,50.278327069925,0
292,DPA ETHERMIRROR,7,256,32,22479032.0,49633.698468,0.49766732070381,0.0,50.0,50.233267929619,1
293,DPA ETHERMIRROR,7,256,32,22501972.0,49684.3517064,0.49739816461972,0.0,50.0,50.260183538028,2
294,DPA ETHERMIRROR,8,512,32,22451831.0,95554.9843272,0.026812964318089,0.0,96.0,97.3187035681911,0
295,DPA ETHERMIRROR,8,512,32,22452279.0,95556.8888232,0.026154302501966,0.0,96.0,97.38456974980339,1
296,DPA ETHERMIRROR,8,512,32,22436284.0,95488.8150184,0.027298919666922,0.0,96.0,97.2701080333078,2
297,DPA ETHERMIRROR,9,1024,32,11816831.0,98694.1640872,6.2283649998607e-06,0.0,99.0,99.99937716350001,0
298,DPA ETHERMIRROR,9,1024,32,11818059.0,98704.4197704,6.2954100342738e-06,0.0,99.0,99.99937045899657,1
299,DPA ETHERMIRROR,9,1024,32,11817158.0,98696.8909992,6.3212767855703e-06,0.0,99.0,99.99936787232144,2
300,DPA ETHERMIRROR,10,64,64,45810910.0,30784.9295688,0.51024650800485,0.0,31.0,48.975349199514994,0
301,DPA ETHERMIRROR,10,64,64,45854222.0,30814.0358088,0.49297733509233,0.0,31.0,50.702266490767,1
302,DPA ETHERMIRROR,10,64,64,45853762.0,30813.7265416,0.49371508014492,0.0,31.0,50.628491985508006,2
303,DPA ETHERMIRROR,11,128,64,44320640.0,52475.6339272,0.45811637720588,0.0,52.0,54.188362279412,0
304,DPA ETHERMIRROR,11,128,64,44315445.0,52469.4826376,0.46108544690388,0.0,52.0,53.891455309612,1
305,DPA ETHERMIRROR,11,128,64,44300360.0,52451.6221384,0.45529560253056,0.0,52.0,54.470439746944,2
306,DPA ETHERMIRROR,12,256,64,44071157.0,97310.0813384,0.01560469060915,0.0,98.0,98.43953093908499,0
307,DPA ETHERMIRROR,12,256,64,44049175.0,97260.569124,0.016164017466169,0.0,98.0,98.3835982533831,1
308,DPA ETHERMIRROR,12,256,64,44028088.0,97214.0081288,0.016624937523769,0.0,98.0,98.3375062476231,2
309,DPA ETHERMIRROR,13,512,64,23062664.0,98154.6870216,2.1203056022046e-06,0.0,99.0,99.99978796943978,0
310,DPA ETHERMIRROR,13,512,64,23071573.0,98192.6045448,2.188835967365e-06,0.0,99.0,99.99978111640327,1
311,DPA ETHERMIRROR,13,512,64,23071017.0,98190.2403368,2.2062263634881e-06,0.0,99.0,99.99977937736365,2
312,DPA ETHERMIRROR,14,1024,64,11816776.0,98693.7047432,6.1860817391901e-06,0.0,99.0,99.99938139182608,0
313,DPA ETHERMIRROR,14,1024,64,11812644.0,98659.1937064,6.1543840357281e-06,0.0,99.0,99.99938456159643,1
314,DPA ETHERMIRROR,14,1024,64,11817877.0,98702.9010984,6.2616603326848e-06,0.0,99.0,99.99937383396673,2
315,DPA ETHERMIRROR,15,64,128,64977348.0,48449.1044808,0.29056539709805,0.0,49.0,70.943460290195,0
316,DPA ETHERMIRROR,15,64,128,7365681.0,5866.8726024,0.92808872778965,0.0,49.0,7.191127221034998,1
317,DPA ETHERMIRROR,15,64,128,67122991.0,48892.2077608,0.27939057022911,0.0,,72.060942977089,2
318,DPA ETHERMIRROR,16,128,128,27898749.0,37508.3728488,0.65803710177965,0.0,2.0,34.196289822035,0
319,DPA ETHERMIRROR,16,128,128,37933845.0,49995.28346,0.5378221807588,0.0,,46.217781924120004,1
320,DPA ETHERMIRROR,16,128,128,20108680.0,27197.6915032,0.75400393168134,0.0,,24.599606831866005,2
321,DPA ETHERMIRROR,17,256,128,44741182.0,98788.5214472,5.2657882068763e-05,0.0,99.0,99.99473421179313,0
322,DPA ETHERMIRROR,17,256,128,44720392.0,98746.4377336,9.5164525707458e-05,0.0,99.0,99.99048354742925,1
323,DPA ETHERMIRROR,17,256,128,44768377.0,98848.5664776,8.3739600798327e-05,0.0,99.0,99.99162603992016,2
324,DPA ETHERMIRROR,18,512,128,23050215.0,98101.703652,2.1778491106073e-06,0.0,99.0,99.99978221508894,0
325,DPA ETHERMIRROR,18,512,128,23066151.0,98169.5268744,2.150332437223e-06,0.0,99.0,99.99978496675628,1
326,DPA ETHERMIRROR,18,512,128,23053690.0,98116.49322,2.138481716929e-06,0.0,99.0,99.9997861518283,2
327,DPA ETHERMIRROR,19,1024,128,11810164.0,98638.4774216,6.2488154874973e-06,0.0,99.0,99.99937511845125,0
328,DPA ETHERMIRROR,19,1024,128,11816582.0,98692.0819336,6.2538841359983e-06,0.0,99.0,99.9993746115864,1
329,DPA ETHERMIRROR,19,1024,128,11818904.0,98711.4752776,6.1172808123455e-06,0.0,99.0,99.99938827191876,2
330,DPA ETHERMIRROR,20,64,190,64193696.0,47357.6462344,0.28109142162634,0.0,48.0,71.890857837366,0
331,DPA ETHERMIRROR,20,64,190,65200913.0,47442.2118536,0.26457076219551,0.0,48.0,73.542923780449,1
332,DPA ETHERMIRROR,20,64,190,65553611.0,47679.0767912,0.29693264233152,0.0,49.0,70.306735766848,2
333,DPA ETHERMIRROR,21,128,190,65280838.0,85441.9123464,0.20158935881208,0.0,86.0,79.84106411879199,0
334,DPA ETHERMIRROR,21,128,190,64357759.0,85251.795652,0.20848076568835,0.0,86.0,79.15192343116499,1
335,DPA ETHERMIRROR,21,128,190,64697052.0,84867.0238504,0.19271058186782,0.0,86.0,80.728941813218,2
336,DPA ETHERMIRROR,22,256,190,43718752.0,96531.1252424,0.022531814266285,0.0,97.0,97.7468185733715,0
337,DPA ETHERMIRROR,22,256,190,43675725.0,96436.1541864,0.023600462487573,0.0,97.0,97.6399537512427,1
338,DPA ETHERMIRROR,22,256,190,43687898.0,96462.9640552,0.023376898958811,0.0,96.0,97.6623101041189,2
339,DPA ETHERMIRROR,23,512,190,23043555.0,98073.3595752,2.0916867178311e-06,0.0,99.0,99.99979083132821,0
340,DPA ETHERMIRROR,23,512,190,23045919.0,98083.4194824,2.1695767857821e-06,0.0,99.0,99.99978304232143,1
341,DPA ETHERMIRROR,23,512,190,23048086.0,98092.6443464,2.1390016095024e-06,0.0,99.0,99.99978609983906,2
342,DPA ETHERMIRROR,24,1024,190,11805394.0,98598.6422632,6.2428695650762e-06,0.0,99.0,99.99937571304349,0
343,DPA ETHERMIRROR,24,1024,190,11806199.0,98605.3609064,6.2424441121811e-06,0.0,99.0,99.99937575558879,1
344,DPA ETHERMIRROR,24,1024,190,11806250.0,98605.7882184,6.3186470499188e-06,0.0,99.0,99.99936813529501,2
345,DPA ETHERMIRROR,25,64,254,59892504.0,41122.0727752,0.34788441782234,0.0,42.0,65.21155821776601,0
346,DPA ETHERMIRROR,25,64,254,60334268.0,41051.6817448,0.33544435892064,0.0,42.0,66.455564107936,1
347,DPA ETHERMIRROR,25,64,254,60674681.0,41266.5147176,0.34876539750733,0.0,42.0,65.12346024926701,2
348,DPA ETHERMIRROR,26,128,254,58568780.0,69820.5256744,0.26626680502463,0.0,70.0,73.37331949753701,0
349,DPA ETHERMIRROR,26,128,254,58669150.0,69937.7979848,0.27818574311555,0.0,70.0,72.181425688445,1
350,DPA ETHERMIRROR,26,128,254,58709803.0,69953.8638632,0.27867180276999,0.0,70.0,72.132819723001,2
351,DPA ETHERMIRROR,27,256,254,39405368.0,87008.8985224,0.1184111427315,0.0,87.0,88.15888572685,0
352,DPA ETHERMIRROR,27,256,254,39464045.0,87137.0079208,0.1176465829839,0.0,87.0,88.23534170161,1
353,DPA ETHERMIRROR,27,256,254,39358465.0,86903.5637352,0.11992023948387,0.0,87.0,88.007976051613,2
354,DPA ETHERMIRROR,28,512,254,23042422.0,98068.53666,2.2567020938613e-06,0.0,99.0,99.99977432979061,0
355,DPA ETHERMIRROR,28,512,254,23051823.0,98108.550084,2.2340915771801e-06,0.0,99.0,99.99977659084229,1
356,DPA ETHERMIRROR,28,512,254,23044686.0,98078.174356,2.2868559754752e-06,0.0,99.0,99.99977131440245,2
357,DPA ETHERMIRROR,29,1024,254,11804454.0,98590.7913992,6.6161024752098e-06,0.0,99.0,99.99933838975248,0
358,DPA ETHERMIRROR,29,1024,254,11801887.0,98569.3459688,6.2870905509493e-06,0.0,99.0,99.99937129094491,1
359,DPA ETHERMIRROR,29,1024,254,11799033.0,98545.5085096,6.3479375419506e-06,0.0,99.0,99.9993652062458,2
